station_id,station_group_id,station_name,area,prefecture,city,ward_or_city,address,latitude,longitude,lines,companies,line_count,importance_rank,importance_score,source
1132316,1132316,熊谷,熊谷,埼玉県,熊谷市,熊谷市,熊谷市筑波２丁目,36.13947,139.389535,JR高崎線|秩父鉄道秩父本線,JR東日本|秩父鉄道,2,C,33,駅データ.jp
1132403,1132403,蘇我,蘇我,千葉県,千葉市,千葉市中央区,千葉市中央区今井２丁目,35.582065,140.130767,JR京葉線|JR内房線|JR外房線,JR東日本,3,C,24,駅データ.jp
1132427,1132427,安房鴨川,安房鴨川,千葉県,鴨川市,鴨川市,鴨川市横渚,35.107465,140.103566,JR内房線|JR外房線,JR東日本,2,C,23,駅データ.jp
1132511,1132511,木更津,木更津,千葉県,木更津市,木更津市,木更津市富士見１丁目,35.381668,139.92611,JR久留里線|JR内房線,JR東日本,2,C,23,駅データ.jp
1132605,1132605,新木場,新木場,東京都,江東区,江東区,東京都江東区新木場一丁目5,35.646059,139.827019,JR京葉線|りんかい線|東京メトロ有楽町線,JR東日本|東京メトロ|東京臨海高速鉄道,3,C,24,駅データ.jp
1132617,1132617,千葉みなと,千葉みなと,千葉県,千葉市,千葉市中央区,千葉市中央区中央港１丁目,35.606985,140.1028,JR京葉線|千葉都市モノレール１号線|千葉都市モノレール２号線,JR東日本|千葉都市モノレール,3,C,24,駅データ.jp
1132703,1132703,成田,成田,千葉県,成田市,成田市,成田市花崎町,35.7773,140.314393,JR成田エクスプレス|JR成田線|京成本線,JR東日本|京成電鉄,3,B,42,駅データ.jp
1132705,1132705,成田空港（第１旅客ターミナル）,成田空港（第１旅客ターミナル）,千葉県,成田市,成田市,千葉県成田市三里塚御料牧場1-1,35.763983,140.384644,JR成田エクスプレス|JR成田線|京成本線|成田スカイアクセス,JR東日本|京成電鉄,4,C,38,駅データ.jp
1132711,1132711,香取,香取,千葉県,香取市,香取市,香取市津宮,35.897856,140.532367,JR成田線|JR鹿島線,JR東日本,2,C,23,駅データ.jp
1132813,1132813,空港第２ビル（第２旅客ターミナル）,空港第２ビル（第２旅客ターミナル）,千葉県,成田市,成田市,千葉県成田市古込字古込1-1,35.773602,140.38734,JR成田エクスプレス|JR成田線|京成本線|成田スカイアクセス,JR東日本|京成電鉄,4,C,30,駅データ.jp
1133212,1133212,王子,王子,東京都,北区,北区,北区王子１丁目,35.753075,139.737995,JR京浜東北線|東京さくらトラム（都電荒川線）|東京メトロ南北線,JR東日本|東京メトロ|東京都交通局,3,C,24,駅データ.jp
1133228,1133228,大井町,大井町,東京都,品川区,品川区,品川区大井１丁目,35.607109,139.734967,JR京浜東北線|りんかい線|東急大井町線,JR東日本|東京臨海高速鉄道|東急電鉄,3,C,24,駅データ.jp
1133230,1133230,蒲田,蒲田,東京都,大田区,大田区,大田区蒲田５丁目,35.562017,139.715095,JR京浜東北線|東急多摩川線|東急池上線,JR東日本|東急電鉄,3,A,60,駅データ.jp
1133501,1133501,渋川,渋川,群馬県,渋川市,渋川市,渋川市渋川,36.491251,139.008786,JR上越線|JR吾妻線,JR東日本,2,C,23,駅データ.jp
1133907,1133907,下館,下館,茨城県,筑西市,筑西市,茨城県筑西市乙86,36.304144,139.978503,JR水戸線|真岡鐵道真岡線|関東鉄道常総線,JR東日本|真岡鐵道|関東鉄道,3,C,24,駅データ.jp
1134007,1134007,日光,日光,栃木県,日光市,日光市,日光市相生町,36.747816,139.62095,JR日光線|東武日光線,JR東日本|東武鉄道,2,C,23,駅データ.jp
1134102,1134102,高崎問屋町,高崎問屋町,群馬県,高崎市,高崎市,高崎市貝沢町７１５番地,36.346097,139.017089,JR上越線|JR両毛線,JR東日本,2,C,23,駅データ.jp
1134104,1134104,新前橋,新前橋,群馬県,前橋市,前橋市,前橋市古市町,36.378936,139.046924,JR上越線|JR両毛線,JR東日本,2,C,23,駅データ.jp
1134105,1134105,前橋,前橋,群馬県,前橋市,前橋市,前橋市表町２丁目,36.383399,139.072833,JR両毛線,JR東日本,1,C,28,駅データ.jp
1134108,1134108,伊勢崎,伊勢崎,群馬県,伊勢崎市,伊勢崎市,伊勢崎市曲輪町３丁目,36.326735,139.194131,JR両毛線|東武伊勢崎線,JR東日本|東武鉄道,2,C,23,駅データ.jp
1134111,1134111,桐生,桐生,群馬県,桐生市,桐生市,桐生市末広町,36.41109,139.33319,JR両毛線|わたらせ渓谷線,JR東日本|わたらせ渓谷鐵道,2,C,23,駅データ.jp
1134116,1134116,佐野,佐野,栃木県,佐野市,佐野市,佐野市若松町,36.316776,139.578842,JR両毛線|東武佐野線,JR東日本|東武鉄道,2,C,23,駅データ.jp
1134119,1134119,栃木,栃木,栃木県,栃木市,栃木市,栃木市河合町１丁目,36.371912,139.731037,JR両毛線|東武宇都宮線|東武日光線,JR東日本|東武鉄道,3,C,32,駅データ.jp
1134236,1134236,長岡,長岡,新潟県,長岡市,長岡市,長岡市城内町２丁目,37.447787,138.853927,JR上越線|JR信越本線(直江津～新潟),JR東日本,2,C,33,駅データ.jp
1140131,1140131,小諸,小諸,長野県,小諸市,小諸市,小諸市相生町,36.32662,138.421868,しなの鉄道線|小海線,JR東日本|しなの鉄道,2,C,23,駅データ.jp
1140201,1140201,富士,富士,静岡県,富士市,富士市,富士市本町１丁目,35.151497,138.651225,JR東海道本線(熱海～浜松)|JR身延線,JR東海,2,C,23,駅データ.jp
1140301,1140301,篠ノ井,篠ノ井,長野県,長野市,長野市,長野市篠ノ井布施高田,36.5771,138.138046,JR信越本線(篠ノ井～長野)|JR篠ノ井線|しなの鉄道線,JR東日本|しなの鉄道,3,C,24,駅データ.jp
1140305,1140305,長野,長野,長野県,長野市,長野市,長野市大字栗田１０３８番地,36.643566,138.188925,JR信越本線(篠ノ井～長野)|JR飯山線|北しなの線|長野電鉄長野線,JR東日本|しなの鉄道|長野電鉄,4,A,63,駅データ.jp
1140306,1140306,北長野,北長野,長野県,長野市,長野市,長野市中越,36.665123,138.222534,JR飯山線|北しなの線,JR東日本|しなの鉄道,2,C,23,駅データ.jp
1140312,1140312,妙高高原,妙高高原,新潟県,妙高市,妙高市,妙高市田口,36.872175,138.211953,北しなの線|妙高はねうまライン,えちごトキめき鉄道|しなの鉄道,2,C,23,駅データ.jp
1140317,1140317,上越妙高,上越妙高,新潟県,上越市,上越市,上越市大字脇野田,37.081813,138.249476,妙高はねうまライン,えちごトキめき鉄道,1,C,23,駅データ.jp
1140321,1140321,直江津,直江津,新潟県,上越市,上越市,上越市東町１丁目,37.170251,138.242265,JR信越本線(直江津～新潟)|妙高はねうまライン|日本海ひすいライン,JR東日本|えちごトキめき鉄道,3,C,24,駅データ.jp
1140412,1140412,柏崎,柏崎,新潟県,柏崎市,柏崎市,柏崎市駅前１丁目,37.363495,138.556303,JR信越本線(直江津～新潟)|JR越後線,JR東日本,2,C,23,駅データ.jp
1140430,1140430,東三条,東三条,新潟県,三条市,三条市,三条市東三条１丁目,37.628491,138.973703,JR信越本線(直江津～新潟)|JR弥彦線,JR東日本,2,C,23,駅データ.jp
1140442,1140442,新潟,新潟,新潟県,新潟市,新潟市中央区,新潟市中央区花園１丁目,37.912299,139.060869,JR信越本線(直江津～新潟)|JR白新線|JR越後線,JR東日本,3,B,49,駅データ.jp
1140501,1140501,富山,富山,富山県,富山市,富山市,富山市明輪町,36.701065,137.213307,JR高山本線|あいの風とやま鉄道線|富山地鉄不二越・上滝線|富山地鉄富山都心線【３系統(環状線)】|富山地鉄市内線【１・２系統】|富山地鉄本線|富山港線,JR東海|あいの風とやま鉄道|富山地方鉄道,7,A,68,駅データ.jp
1140504,1140504,滑川,滑川,富山県,滑川市,滑川市,滑川市辰野,36.769137,137.348671,あいの風とやま鉄道線|富山地鉄本線,あいの風とやま鉄道|富山地方鉄道,2,C,23,駅データ.jp
1140506,1140506,新魚津,新魚津,富山県,魚津市,魚津市,魚津市釈迦堂,36.826495,137.405576,あいの風とやま鉄道線|富山地鉄本線,あいの風とやま鉄道|富山地方鉄道,2,C,23,駅データ.jp
1140516,1140516,糸魚川,糸魚川,新潟県,糸魚川市,糸魚川市,糸魚川市大町１丁目,37.043631,137.861311,北アルプス線|日本海ひすいライン,JR東日本|えちごトキめき鉄道,2,C,33,駅データ.jp
1140710,1140710,飯山,飯山,長野県,飯山市,飯山市,飯山市大字飯山,36.847642,138.359335,JR飯山線,JR東日本,1,C,23,駅データ.jp
1140729,1140729,十日町,十日町,新潟県,十日町市,十日町市,十日町市丑,37.134562,138.756188,JR飯山線|北越急行ほくほく線,JR東日本|北越急行,2,C,23,駅データ.jp
1140901,1140901,松本,松本,長野県,松本市,松本市,松本市深志１丁目,36.230622,137.964249,JR篠ノ井線|上高地線|北アルプス線,JR東日本|アルピコ交通,3,C,32,駅データ.jp
1141006,1141006,燕三条,燕三条,新潟県,三条市,三条市,三条市下須頃,37.648824,138.939274,JR弥彦線,JR東日本,1,C,23,駅データ.jp
1141101,1141101,名古屋,名古屋,愛知県,名古屋市,名古屋市中村区,名古屋市中村区名駅１丁目４番,35.169977,136.883022,JR中央本線(名古屋～塩尻)|JR東海道本線(浜松～岐阜)|JR関西本線(名古屋～亀山)|あおなみ線|名古屋市営地下鉄東山線|名古屋市営地下鉄桜通線|名鉄名古屋本線|名鉄常滑線|名鉄犬山線|近鉄名古屋線,JR東海|名古屋市交通局|名古屋臨海高速鉄道|名古屋鉄道|近畿日本鉄道,10,S,80,駅データ.jp
1141102,1141102,金山,金山,愛知県,名古屋市,名古屋市中区,名古屋市中区金山一丁目17-18,35.143172,136.901182,JR中央本線(名古屋～塩尻)|JR東海道本線(浜松～岐阜)|名古屋市営地下鉄名城線|名古屋市営地下鉄名港線|名鉄名古屋本線|名鉄常滑線,JR東海|名古屋市交通局|名古屋鉄道,6,A,60,駅データ.jp
1141105,1141105,大曽根,大曽根,愛知県,名古屋市,名古屋市東区,名古屋市東区東大曽根町,35.191716,136.937178,JR中央本線(名古屋～塩尻)|ゆとりーとライン|名古屋市営地下鉄名城線|名鉄瀬戸線,JR東海|名古屋ガイドウェイバス|名古屋市交通局|名古屋鉄道,4,C,30,駅データ.jp
1141113,1141113,多治見,多治見,岐阜県,多治見市,多治見市,多治見市音羽町２丁目,35.334774,137.120294,JR中央本線(名古屋～塩尻)|JR太多線,JR東海,2,C,23,駅データ.jp
1141118,1141118,恵那,恵那,岐阜県,恵那市,恵那市,恵那市大井町神ノ木,35.455188,137.408114,JR中央本線(名古屋～塩尻)|明知鉄道明知線,JR東海|明知鉄道,2,C,23,駅データ.jp
1141301,1141301,豊橋,豊橋,愛知県,豊橋市,豊橋市,豊橋市花田町西宿,34.762871,137.382578,JR東海道本線(浜松～岐阜)|JR飯田線(豊橋～天竜峡)|名鉄名古屋本線|豊橋鉄道東田本線|豊橋鉄道渥美線,JR東海|名古屋鉄道|豊橋鉄道,5,B,53,駅データ.jp
1141306,1141306,豊川,豊川,愛知県,豊川市,豊川市,豊川市豊川町,34.822137,137.396608,JR飯田線(豊橋～天竜峡)|名鉄豊川線,JR東海|名古屋鉄道,2,C,23,駅データ.jp
1141501,1141501,米原,米原,滋賀県,米原市,米原市,米原市米原,35.314637,136.290268,JR北陸本線(米原～敦賀)|JR東海道本線(岐阜～美濃赤坂・米原)|琵琶湖線|近江鉄道本線,JR東海|JR西日本|近江鉄道,4,B,48,駅データ.jp
1141512,1141512,敦賀,敦賀,福井県,敦賀市,敦賀市,敦賀市鉄輪町１丁目,35.644898,136.076423,JR北陸本線(米原～敦賀)|JR小浜線|ハピラインふくい線,JR西日本|ハピラインふくい,3,B,42,駅データ.jp
1141523,1141523,福井,福井,福井県,福井市,福井市,福井市中央１丁目,36.061881,136.223043,えちぜん鉄道三国芦原線|えちぜん鉄道勝山永平寺線|ハピラインふくい線|九頭竜線|福井鉄道福武線,JR西日本|えちぜん鉄道|ハピラインふくい|福井鉄道,5,A,68,駅データ.jp
1141542,1141542,新西金沢,新西金沢,石川県,金沢市,金沢市,金沢市米泉町７,36.55314,136.621957,IRいしかわ鉄道線|北陸鉄道石川線,IRいしかわ鉄道|北陸鉄道,2,C,23,駅データ.jp
1141543,1141543,北鉄金沢,北鉄金沢,石川県,金沢市,金沢市,金沢市堀川町,36.578377,136.648845,IRいしかわ鉄道線|北陸鉄道浅野川線,IRいしかわ鉄道|北陸鉄道,2,C,23,駅データ.jp
1141549,1141549,福岡,福岡,富山県,高岡市,高岡市,高岡市福岡町下蓑,36.708239,136.932079,あいの風とやま鉄道線,あいの風とやま鉄道,1,C,20,駅データ.jp
1141551,1141551,高岡,高岡,富山県,高岡市,高岡市,高岡市下関町,36.741254,137.015136,JR城端線|JR氷見線|あいの風とやま鉄道線|万葉線,JR西日本|あいの風とやま鉄道|万葉線,4,C,38,駅データ.jp
1141601,1141601,岐阜,岐阜,岐阜県,岐阜市,岐阜市,岐阜市橋本町１丁目,35.409532,136.756514,JR東海道本線(岐阜～美濃赤坂・米原)|JR東海道本線(浜松～岐阜)|JR高山本線,JR東海,3,B,47,駅データ.jp
1141606,1141606,鵜沼,鵜沼,岐阜県,各務原市,各務原市,各務原市鵜沼山崎町３丁目,35.397165,136.944583,JR高山本線|名鉄各務原線|名鉄犬山線,JR東海|名古屋鉄道,3,C,24,駅データ.jp
1141608,1141608,美濃太田,美濃太田,岐阜県,美濃加茂市,美濃加茂市,美濃加茂市太田町立石,35.445617,137.019467,JR太多線|JR高山本線|長良川鉄道越美南線,JR東海|長良川鉄道,3,C,24,駅データ.jp
1141907,1141907,高松,高松,石川県,かほく市,かほく市,かほく市内高松,36.768541,136.728823,JR七尾線,JR西日本,1,C,20,駅データ.jp
1141919,1141919,七尾,七尾,石川県,七尾市,七尾市,七尾市御祓町,37.041613,136.964501,JR七尾線|のと鉄道七尾線,JR西日本|のと鉄道,2,C,23,駅データ.jp
1142201,1142201,東舞鶴,東舞鶴,京都府,舞鶴市,舞鶴市,舞鶴市浜,35.468601,135.394788,JR小浜線|JR舞鶴線,JR西日本,2,C,23,駅データ.jp
1150103,1150103,三島,三島,静岡県,三島市,三島市,三島市一番町,35.126099,138.911251,JR東海道本線(熱海～浜松)|伊豆箱根鉄道駿豆線,JR東海|伊豆箱根鉄道,2,C,33,駅データ.jp
1150104,1150104,沼津,沼津,静岡県,沼津市,沼津市,沼津市大手町１丁目,35.103011,138.860104,JR御殿場線|JR東海道本線(熱海～浜松),JR東海,2,C,23,駅データ.jp
1150118,1150118,静岡,静岡,静岡県,静岡市,静岡市葵区,静岡市葵区黒金町,34.971629,138.388579,JR東海道本線(熱海～浜松),JR東海,1,A,60,駅データ.jp
1150128,1150128,掛川,掛川,静岡県,掛川市,掛川市,掛川市南西郷,34.769515,138.014596,JR東海道本線(熱海～浜松)|天竜浜名湖線,JR東海|天竜浜名湖鉄道,2,C,33,駅データ.jp
1150201,1150201,浜松,浜松,静岡県,浜松市,浜松市中央区,浜松市中央区砂山町6-2,34.703711,137.733991,JR東海道本線(浜松～岐阜)|JR東海道本線(熱海～浜松)|遠州鉄道鉄道線,JR東海|遠州鉄道,3,A,60,駅データ.jp
1150215,1150215,蒲郡,蒲郡,愛知県,蒲郡市,蒲郡市,蒲郡市元町,34.822911,137.226287,JR東海道本線(浜松～岐阜)|名鉄蒲郡線,JR東海|名古屋鉄道,2,C,23,駅データ.jp
1150219,1150219,岡崎,岡崎,愛知県,岡崎市,岡崎市,岡崎市羽根町東荒子,34.925417,137.157243,JR東海道本線(浜松～岐阜)|愛知環状鉄道線,JR東海|愛知環状鉄道,2,C,23,駅データ.jp
1150222,1150222,三河安城,三河安城,愛知県,安城市,安城市,安城市二本木町二ツ池,34.96968,137.060918,JR東海道本線(浜松～岐阜),JR東海,1,C,23,駅データ.jp
1150224,1150224,刈谷,刈谷,愛知県,刈谷市,刈谷市,刈谷市桜町１丁目,34.99102,137.00876,JR東海道本線(浜松～岐阜)|名鉄三河線,JR東海|名古屋鉄道,2,C,23,駅データ.jp
1150226,1150226,大府,大府,愛知県,大府市,大府市,大府市中央町３丁目,35.008665,136.961727,JR東海道本線(浜松～岐阜)|JR武豊線,JR東海,2,C,23,駅データ.jp
1150237,1150237,尾張一宮,尾張一宮,愛知県,一宮市,一宮市,一宮市栄３丁目,35.301615,136.797339,JR東海道本線(浜松～岐阜)|名鉄名古屋本線|名鉄尾西線,JR東海|名古屋鉄道,3,C,32,駅データ.jp
1150304,1150304,大垣,大垣,岐阜県,大垣市,大垣市,大垣市高屋町１丁目,35.366952,136.617849,JR東海道本線(岐阜～美濃赤坂・米原)|樽見鉄道樽見線|養老鉄道養老線,JR東海|樽見鉄道|養老鉄道,3,C,32,駅データ.jp
1150406,1150406,伊東,伊東,静岡県,伊東市,伊東市,伊東市湯川３丁目,34.9747,139.092125,JR伊東線|伊豆急行線,JR東日本|伊豆急行,2,C,23,駅データ.jp
1150706,1150706,可児,可児,岐阜県,可児市,可児市,可児市下恵土,35.423057,137.055483,JR太多線|名鉄広見線,JR東海|名古屋鉄道,2,C,23,駅データ.jp
1150802,1150802,八田,八田,愛知県,名古屋市,名古屋市中川区,名古屋市中川区八田町字下長田,35.149182,136.853331,JR関西本線(名古屋～亀山)|名古屋市営地下鉄東山線|近鉄名古屋線,JR東海|名古屋市交通局|近畿日本鉄道,3,C,24,駅データ.jp
1150806,1150806,弥富,弥富,愛知県,弥富市,弥富市,弥富市鯏浦町中六,35.113895,136.726322,JR関西本線(名古屋～亀山)|名鉄尾西線|近鉄名古屋線,JR東海|名古屋鉄道|近畿日本鉄道,3,C,32,駅データ.jp
1150808,1150808,桑名,桑名,三重県,桑名市,桑名市,桑名市東方,35.067011,136.683684,JR関西本線(名古屋～亀山)|三岐鉄道北勢線|近鉄名古屋線|養老鉄道養老線,JR東海|三岐鉄道|近畿日本鉄道|養老鉄道,4,C,38,駅データ.jp
1150818,1150818,亀山,亀山,三重県,亀山市,亀山市,亀山市御幸町,34.850103,136.450451,JR紀勢本線|JR関西本線(亀山～加茂)|JR関西本線(名古屋～亀山),JR東海|JR西日本,3,C,32,駅データ.jp
1150907,1150907,伊賀上野,伊賀上野,三重県,伊賀市,伊賀市,伊賀市三田,34.789085,136.122962,JR関西本線(亀山～加茂)|伊賀鉄道伊賀線,JR西日本|伊賀鉄道,2,C,23,駅データ.jp
1151004,1151004,津,津,三重県,津市,津市,津市羽所町,34.734211,136.510436,JR紀勢本線|伊勢鉄道伊勢線|近鉄名古屋線,JR東海|伊勢鉄道|近畿日本鉄道,3,B,47,駅データ.jp
1151008,1151008,松阪,松阪,三重県,松阪市,松阪市,松阪市京町,34.577168,136.535948,JR名松線|JR紀勢本線|近鉄山田線,JR東海|近畿日本鉄道,3,C,32,駅データ.jp
1151041,1151041,新宮,新宮,和歌山県,新宮市,新宮市,新宮市新宮,33.725119,135.994099,JR紀勢本線|きのくに線,JR東海|JR西日本,2,C,23,駅データ.jp
1151106,1151106,貴生川,貴生川,滋賀県,甲賀市,甲賀市,甲賀市水口町虫生野,34.952241,136.153903,JR草津線|信楽高原鐵道信楽線|近江鉄道本線,JR西日本|信楽高原鐵道|近江鉄道,3,C,24,駅データ.jp
1151111,1151111,草津,草津,滋賀県,草津市,草津市,草津市渋川１丁目,35.022913,135.962744,JR草津線|琵琶湖線,JR西日本,2,C,23,駅データ.jp
1151206,1151206,伊勢市,伊勢市,三重県,伊勢市,伊勢市,伊勢市吹上１丁目,34.491673,136.709908,JR参宮線|近鉄山田線,JR東海|近畿日本鉄道,2,C,23,駅データ.jp
1151211,1151211,鳥羽,鳥羽,三重県,鳥羽市,鳥羽市,鳥羽市鳥羽１,34.486667,136.843008,JR参宮線|近鉄志摩線|近鉄鳥羽線,JR東海|近畿日本鉄道,3,C,32,駅データ.jp
1160102,1160102,彦根,彦根,滋賀県,彦根市,彦根市,彦根市古沢町,35.271997,136.263439,琵琶湖線|近江鉄道本線,JR西日本|近江鉄道,2,C,23,駅データ.jp
1160108,1160108,近江八幡,近江八幡,滋賀県,近江八幡市,近江八幡市,近江八幡市鷹飼町,35.122588,136.102763,琵琶湖線|近江鉄道八日市線,JR西日本|近江鉄道,2,C,23,駅データ.jp
1160118,1160118,大津,大津,滋賀県,大津市,大津市,大津市春日町,35.002997,135.864651,琵琶湖線,JR西日本,1,C,28,駅データ.jp
1160119,1160119,山科,山科,京都府,京都市,京都市山科区,京都市山科区安朱北屋敷町,34.992186,135.816876,JR湖西線|京都市営地下鉄東西線|京阪京津線|琵琶湖線,JR西日本|京都市交通局|京阪電鉄,4,C,30,駅データ.jp
1160120,1160120,京都,京都,京都府,京都市,京都市下京区,京都市下京区烏丸通塩小路下ル東塩小路町,34.985555,135.75785,JR京都線|JR湖西線|京都市営地下鉄烏丸線|奈良線|嵯峨野線|琵琶湖線|近鉄京都線,JR西日本|京都市交通局|近畿日本鉄道,7,S,80,駅データ.jp
1160213,1160213,新大阪,新大阪,大阪府,大阪市,大阪市淀川区,大阪市淀川区西中島５丁目,34.733512,135.500173,JR京都線|おおさか東線|大阪メトロ御堂筋線,JR西日本|Osaka Metro,3,A,60,駅データ.jp
1160214,1160214,大阪,大阪,大阪府,大阪市,大阪市北区,大阪市北区梅田３丁目,34.702503,135.496742,JR京都線|JR宝塚線|JR東西線|JR神戸線(大阪～神戸)|おおさか東線|大阪メトロ四つ橋線|大阪メトロ御堂筋線|大阪メトロ谷町線|大阪環状線|阪急京都本線|阪急宝塚本線|阪急神戸本線|阪神本線,JR西日本|Osaka Metro|阪急電鉄|阪神電鉄,13,S,80,駅データ.jp
1160303,1160303,尼崎,尼崎,兵庫県,尼崎市,尼崎市,兵庫県尼崎市潮江一丁目1-1,34.731791,135.431685,JR宝塚線|JR東西線|JR神戸線(大阪～神戸),JR西日本,3,C,32,駅データ.jp
1160313,1160313,三ノ宮,三ノ宮,兵庫県,神戸市,神戸市中央区,神戸市中央区布引町,34.693576,135.194249,JR神戸線(大阪～神戸)|ポートライナー|夢かもめ|神戸市営地下鉄山手線|神戸高速東西線|阪急神戸本線|阪神本線,JR西日本|神戸市交通局|神戸新交通|神戸高速鉄道|阪急電鉄|阪神電鉄,7,S,80,駅データ.jp
1160314,1160314,元町,三ノ宮,兵庫県,神戸市,神戸市中央区,神戸市中央区元町高架通り,34.68962,135.187385,JR神戸線(大阪～神戸)|神戸高速東西線|阪神本線,JR西日本|神戸高速鉄道|阪神電鉄,3,C,24,駅データ.jp
1160315,1160315,神戸,神戸,兵庫県,神戸市,神戸市中央区,神戸市中央区相生町３丁目,34.679153,135.178366,JR神戸線(大阪～神戸)|JR神戸線(神戸～姫路)|夢かもめ,JR西日本|神戸市交通局,3,C,39,駅データ.jp
1160503,1160503,大津京,大津京,滋賀県,大津市,大津市,大津市皇子が丘２丁目,35.023584,135.856395,JR湖西線|京阪石山坂本線,JR西日本|京阪電鉄,2,C,23,駅データ.jp
1160702,1160702,木津,木津,京都府,木津川市,木津川市,木津川市木津,34.735962,135.824794,大和路線|奈良線|学研都市線,JR西日本,3,C,24,駅データ.jp
1160704,1160704,奈良,奈良,奈良県,奈良市,奈良市,奈良市三条本町,34.680482,135.818935,万葉まほろば線|大和路線|奈良線,JR西日本,3,B,47,駅データ.jp
1160708,1160708,王寺,王寺,奈良県,北葛城郡王寺町,北葛城郡王寺町,北葛城郡王寺町久度２丁目,34.597578,135.703696,JR和歌山線|大和路線|近鉄生駒線|近鉄田原本線,JR西日本|近畿日本鉄道,4,C,30,駅データ.jp
1160712,1160712,柏原,柏原,大阪府,柏原市,柏原市,柏原市上市１,34.586675,135.623359,大和路線|近鉄道明寺線,JR西日本|近畿日本鉄道,2,C,23,駅データ.jp
1160719,1160719,天王寺,天王寺,大阪府,大阪市,大阪市天王寺区,大阪市天王寺区悲田院町,34.646829,135.513819,大和路線|大阪メトロ御堂筋線|大阪メトロ谷町線|大阪環状線|近鉄南大阪線|阪和線(天王寺～和歌山)|阪堺電軌上町線,JR西日本|Osaka Metro|近畿日本鉄道|阪堺電気軌道,7,A,60,駅データ.jp
1160720,1160720,新今宮,新今宮,大阪府,大阪市,大阪市浪速区,大阪市浪速区恵美須西三丁目17-1,34.649759,135.502131,南海本線|南海高野線|大和路線|大阪メトロ堺筋線|大阪メトロ御堂筋線|大阪環状線|阪堺電軌阪堺線,JR西日本|Osaka Metro|南海電鉄|阪堺電気軌道,7,C,35,駅データ.jp
1160803,1160803,新長田,新長田,兵庫県,神戸市,神戸市長田区,神戸市長田区松野通１丁目,34.657496,135.145007,JR神戸線(神戸～姫路)|夢かもめ|神戸市営地下鉄山手線|神戸市営地下鉄西神線,JR西日本|神戸市交通局,4,C,30,駅データ.jp
1160810,1160810,明石,明石,兵庫県,明石市,明石市,明石市大明石町１丁目,34.648905,134.992726,JR神戸線(神戸～姫路)|山陽電鉄本線,JR西日本|山陽電気鉄道,2,C,23,駅データ.jp
1160811,1160811,西明石,西明石,兵庫県,明石市,明石市,明石市小久保町２丁目,34.66591,134.960151,JR神戸線(神戸～姫路),JR西日本,1,C,23,駅データ.jp
1160816,1160816,加古川,加古川,兵庫県,加古川市,加古川市,加古川市加古川町篠原町,34.767666,134.839447,JR加古川線|JR神戸線(神戸～姫路),JR西日本,2,C,23,駅データ.jp
1160821,1160821,姫路,姫路,兵庫県,姫路市,姫路市,姫路市駅前町御殿前,34.827884,134.690468,JR姫新線(姫路～佐用)|JR山陽本線(姫路～岡山)|JR播但線|JR神戸線(神戸～姫路)|山陽電鉄本線,JR西日本|山陽電気鉄道,5,A,60,駅データ.jp
1160905,1160905,相生,相生,兵庫県,相生市,相生市,相生市本郷町,34.818052,134.47341,JR山陽本線(姫路～岡山)|JR赤穂線,JR西日本,2,C,33,駅データ.jp
1160917,1160917,岡山,岡山,岡山県,岡山市,岡山市北区,岡山市北区駅元町1番1号,34.666324,133.918896,JR伯備線|JR吉備線|JR宇野線|JR山陽本線(姫路～岡山)|JR山陽本線(岡山～三原)|JR津山線|JR赤穂線|東山線|清輝橋線,JR西日本|岡山電気軌道,9,S,80,駅データ.jp
1161005,1161005,倉敷,倉敷,岡山県,倉敷市,倉敷市,倉敷市阿知１丁目,34.601576,133.765486,JR伯備線|JR山陽本線(岡山～三原)|水島本線,JR西日本|水島臨海鉄道,3,C,32,駅データ.jp
1161007,1161007,新倉敷,新倉敷,岡山県,倉敷市,倉敷市,倉敷市玉島爪崎,34.56509,133.678344,JR山陽本線(岡山～三原),JR西日本,1,C,23,駅データ.jp
1161014,1161014,福山,福山,広島県,福山市,福山市,福山市三之丸町,34.489291,133.361429,JR山陽本線(岡山～三原)|JR福塩線,JR西日本,2,C,33,駅データ.jp
1161020,1161020,三原,三原,広島県,三原市,三原市,三原市城町,34.400486,133.083049,JR呉線|JR山陽本線(三原～岩国)|JR山陽本線(岡山～三原),JR西日本,3,B,42,駅データ.jp
1161115,1161115,広島,広島,広島県,広島市,広島市南区,広島市南区松原町,34.396871,132.475498,JR可部線|JR呉線|JR山陽本線(三原～岩国)|JR芸備線|広電１号線(宇品線)|広電２号線(宮島線)|広電５号線(皆実線)|広電６号線(江波線),JR西日本|広島電鉄,8,S,80,駅データ.jp
1161116,1161116,横川,横川,広島県,広島市,広島市西区,広島市西区横川町３丁目,34.409843,132.450473,JR可部線|JR山陽本線(三原～岩国)|広電７号線|広電８号線(横川線),JR西日本|広島電鉄,4,C,30,駅データ.jp
1161117,1161117,西広島,西広島,広島県,広島市,広島市西区,広島市西区己斐本町１丁目,34.397451,132.428163,JR山陽本線(三原～岩国)|広電２号線(宮島線)|広電３号線,JR西日本|広島電鉄,3,C,24,駅データ.jp
1161120,1161120,廿日市,廿日市,広島県,廿日市,廿日市,廿日市市駅前,34.357229,132.335918,JR山陽本線(三原～岩国)|広電２号線(宮島線),JR西日本|広島電鉄,2,C,23,駅データ.jp
